Total_Return_Pct,Annualized_Return_Pct,Volatility_Pct,Sharpe_Ratio,Max_Drawdown_Pct,VaR_95_Pct,Best_Daily_Return_Pct,Worst_Daily_Return_Pct
64.27832296755147,64.50250444084196,28.522344959986988,2.121231775498081,-17.174176009914856,-1.3023020945708668,21.30675105939579,-5.100785019534015
