Date,Portfolio_Value,Daily_Return,Cumulative_Return,Peak,Drawdown,Daily_Return_Pct,Portfolio_Gain_Loss,Return_Category
2025-10-30,525724.48387146,-0.0043946276776155,64.13632378126415,528159.1055297852,-0.4609636817456852,-0.43946276776155,205427.01908111572,Negative
2025-10-31,527222.9467773438,0.0028502817575644,64.60415855069157,528159.1055297852,-0.1772493823622323,0.28502817575644,206925.4819869995,Positive
2025-11-03,527083.3042907715,-0.0002648642048412,64.56056080112347,528159.1055297852,-0.2036888558296423,-0.02648642048412,206785.83950042725,Negative
2025-11-04,523418.4825897217,-0.0069530217922214,63.41636763573308,528159.1055297852,-0.897574781998367,-0.69530217922214,203121.01779937744,Negative
2025-11-05,523606.4943695069,0.0003591997341303,63.4750667515404,528159.1055297852,-0.8619772172083762,0.03591997341303,203309.02957916266,Positive
2025-11-06,519393.85612487793,-0.008045427797265,62.1598399053378,528159.1055297852,-1.659585021470944,-0.8045427797265,199096.3913345337,Negative
2025-11-07,519292.79655456543,-0.0001945721327288,62.12828811944444,528159.1055297852,-1.678719325746758,-0.019457213272879997,198995.3317642212,Negative
2025-11-10,526063.6775970459,0.0130386577426151,64.24222337862999,528159.1055297852,-0.3967417982195687,1.30386577426151,205766.21280670166,Positive
2025-11-11,528964.3817138672,0.0055139790872298,65.14785156357988,528964.3817138672,0.0,0.55139790872298,208666.91692352295,Positive
2025-11-12,529217.1820068359,0.0004779155302474,65.22677828662908,529217.1820068359,0.0,0.04779155302474,208919.7172164917,Positive
2025-11-13,520869.8746490479,-0.0157729333846161,62.62066731935936,529217.1820068359,-1.577293338461616,-1.57729333846161,200572.40985870367,Negative
2025-11-14,519702.3880767822,-0.0022414169624462,62.256166597185405,529217.1820068359,-1.7978996626626498,-0.22414169624462,199404.923286438,Negative
2025-11-17,516538.5681915283,-0.0060877532176867,61.26839109689388,529217.1820068359,-2.3957298149748785,-0.60877532176867,196241.10340118408,Negative
2025-11-18,511619.8989868164,-0.0095223658166181,59.73273448221181,529217.1820068359,-3.3251533809407263,-0.9522365816618099,191322.43419647217,Negative
2025-11-19,514328.4116363525,0.0052939939492187,60.57835861205281,529217.1820068359,-2.8133573278977697,0.5293993949218699,194030.94684600824,Positive
2025-11-20,508250.76164245605,-0.0118166717147906,58.680856863834265,529217.1820068359,-3.9617799794166686,-1.18166717147906,187953.29685211182,Negative
2025-11-21,512160.3798675537,0.0076923017536922,59.90147789736531,529217.1820068359,-3.2230250111308534,0.76923017536922,191862.91507720947,Positive
2025-11-24,518148.7278747559,0.0116923296736672,61.771098692247925,529217.1820068359,-2.0914767147407365,1.1692329673667199,197851.26308441168,Positive
2025-11-25,522493.7310791016,0.0083856293967317,63.12765117298325,529217.1820068359,-1.2704521236892696,0.83856293967317,202196.26628875738,Positive
2025-11-26,525742.5547790527,0.0062179190040068,64.14196569529074,529217.1820068359,-0.6565597916921573,0.62179190040068,205445.0899887085,Positive
2025-11-28,528885.984954834,0.0059790293694264,65.12337532893827,529217.1820068359,-0.0625824450268264,0.5979029369426401,208588.52016448975,Positive
2025-12-01,526168.5171508789,-0.005138097588627,64.2749553123347,529217.1820068359,-0.5760706491796497,-0.5138097588627,205871.05236053467,Negative
2025-12-02,527069.0528869629,0.0017114968051685,64.55611137352095,529217.1820068359,-0.4059069117384184,0.17114968051685,206771.58809661865,Positive
2025-12-03,526799.6981811523,-0.0005110425367135,64.4720162009329,529217.1820068359,-0.4568037297119298,-0.05110425367135,206502.2333908081,Negative
2025-12-04,526227.2113037109,-0.0010867259024976,64.29328020069134,529217.1820068359,-0.5649798995162603,-0.10867259024976,205929.7465133667,Negative
2025-12-05,526585.4731750488,0.0006808121352186,64.40513305958686,529217.1820068359,-0.4972833311661317,0.06808121352186,206288.0083847046,Positive
2025-12-08,525200.1516723633,-0.0026307628547608,63.97262214240169,529217.1820068359,-0.7590513821262856,-0.26307628547608,204902.68688201904,Negative
2025-12-09,522345.95001220703,-0.0054345027339915,63.081512479069055,529217.1820068359,-1.2983765887140342,-0.54345027339915,202048.4852218628,Negative
2025-12-10,525618.76121521,0.006265600801397,64.10331613435092,529217.1820068359,-0.679951617969099,0.6265600801397,205321.29642486572,Positive
2025-12-11,529323.960723877,0.0070492147200009,65.26011564604619,529323.960723877,0.0,0.70492147200009,209026.49593353271,Positive
2025-12-12,526720.4795074463,-0.0049185024854538,64.44728335649472,529323.960723877,-0.491850248545389,-0.49185024854538006,206423.01471710205,Negative
2025-12-15,526010.1742553711,-0.0013485430692564,64.22551911226626,529323.960723877,-0.6260412742272403,-0.13485430692564002,205712.70946502686,Negative
2025-12-16,524023.0544281006,-0.0037777212771283,63.60512087446841,529323.960723877,-1.0014483924980722,-0.37777212771283,203725.58963775635,Negative
2025-12-17,520385.3019714356,-0.0069419702547918,62.46937899182623,529323.960723877,-1.6886933930248205,-0.69419702547918,200087.83718109137,Negative
2025-12-18,523276.57821655273,0.0055560297997729,63.37206370305544,529323.960723877,-1.1424728438618414,0.55560297997729,202979.1134262085,Positive
2025-12-19,526962.1766662598,0.007043308650023,64.52274357250725,529323.960723877,-0.4461887677231435,0.7043308650023,206664.71187591553,Positive
2025-12-22,529369.6393585205,0.0045685682936318,65.27437696237395,529369.6393585205,0.0,0.45685682936317995,209072.17456817627,Positive
2025-12-23,532136.2816619873,0.0052262957634279,66.13814973849558,532136.2816619873,0.0,0.52262957634279,211838.81687164307,Positive
2025-12-24,534478.2731628418,0.0044011122367748,66.86934238230484,534478.2731628418,0.0,0.44011122367748,214180.80837249756,Positive
2025-12-26,534172.3104095459,-0.0005724512457453,66.77381781938136,534478.2731628418,-0.0572451245745342,-0.057245124574529994,213874.84561920166,Negative
2025-12-29,532463.9434814453,-0.0031981570268792,66.24044896202285,534478.2731628418,-0.3768777483650454,-0.31981570268792,212166.47869110107,Negative
2025-12-30,531752.6439666748,-0.0013358641903896,66.01837429926019,534478.2731628418,-0.5099607099158132,-0.13358641903895999,211455.17917633057,Negative
2025-12-31,528778.207244873,-0.0055936472635351,65.08972607416459,534478.2731628418,-1.0664728959397962,-0.55936472635351,208480.7424545288,Negative
2026-01-02,527311.6875457764,-0.0027734117613087,64.63186428619925,534478.2731628418,-1.3408563035979482,-0.27734117613087,207014.22275543213,Negative
2026-01-05,530113.5981750488,0.0053135758137907,65.5066481784497,534478.2731628418,-0.8166234638434355,0.53135758137907,209816.1333847046,Positive
2026-01-06,532535.9899902344,0.0045695711702637,66.26294258645294,534478.2731628418,-0.363397965854384,0.45695711702637004,212238.52519989014,Positive
2026-01-07,531825.400314331,-0.0013343505213917,66.0410895423246,534478.2731628418,-0.4963481177283513,-0.13343505213917,211527.93552398682,Negative
2026-01-08,531829.4029998779,7.526315111139326e-06,66.04233921988589,534478.2731628418,-0.4955992218895755,0.0007526315111139326,211531.9382095337,Positive
2026-01-09,533347.3023223877,0.0028541094455247,66.5162422286104,534478.2731628418,-0.2116027717574797,0.28541094455247,213049.83753204346,Positive
2026-01-12,533134.6948242188,-0.000398628618244,66.44986408905562,534478.2731628418,-0.2513812826613559,-0.0398628618244,212837.2300338745,Negative
2026-01-13,528822.798538208,-0.0080878178214089,65.10364791190506,534478.2731628418,-1.05812993878438,-0.80878178214089,208525.33374786377,Negative
2026-01-14,526230.0979614258,-0.0049027776108538,64.29418144345227,534478.2731628418,-1.5432199240965283,-0.49027776108538,205932.63317108154,Negative
2026-01-15,526179.3036651611,-9.652487849221014e-05,64.27832296755147,534478.2731628418,-1.5527234528300848,-0.009652487849221014,205881.8388748169,Negative
