Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,AMZN,AMZN,AMZN,AMZN,AMZN,QQQ,QQQ,QQQ,QQQ,QQQ,AGG,AGG,AGG,AGG,AGG,NVDA,NVDA,NVDA,NVDA,NVDA,JPM,JPM,JPM,JPM,JPM,PG,PG,PG,PG,PG,V,V,V,V,V,JNJ,JNJ,JNJ,JNJ,JNJ,VTI,VTI,VTI,VTI,VTI,MSFT,MSFT,MSFT,MSFT,MSFT,SPY,SPY,SPY,SPY,SPY,KO,KO,KO,KO,KO,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29,194.7970833042233,196.0222806001553,192.6753879484473,194.64767456054688,18218300,239.02000427246094,240.38999938964844,236.14999389648438,237.07000732421875,26091700,519.8237453870555,519.9530942793344,514.2918029729001,518.2019653320312,26649000,93.83267185079411,93.89998337232358,93.48649621538381,93.71727752685547,5912800,126.46541333864903,126.8553060976507,120.01717989918284,123.66617584228516,467120600,261.8410096864953,265.2412890633801,260.27315209491445,261.2236633300781,7684900,163.41907023138057,163.97777688139118,162.5957051910089,162.9387664794922,4850300,332.1409275988005,334.7325059416622,332.1409275988005,333.5111999511719,5087300,146.02991071059017,147.36892725422663,145.5447615055716,146.6605987548828,7156400,295.7104062749432,295.98702845440437,293.3887396886315,294.7718505859375,2620200,443.41896958220315,443.607580668921,437.1750216711049,439.09088134765625,23581400,596.7126945442042,597.1179695261326,592.2649252873389,594.8248901367188,37177400,60.76717135686382,61.544244401247944,60.7574558595347,61.02943420410156,11325600,233.06590496072297,238.78006694024197,232.95639961161774,238.28231811523438,45486100
2025-01-30,197.22756600165175,200.6142959037936,196.89885156773758,200.08636474609375,24354700,237.13999938964844,237.9499969482422,232.22000122070312,234.63999938964844,32020700,521.0674092489711,523.4453032843132,515.5951619544196,520.4107055664062,27431300,93.87114951031472,93.97692582100939,93.77498389229656,93.85191345214844,6802900,123.06634928896763,124.96583145250756,118.06771603086733,124.61592864990234,392925500,263.2325025931336,264.28101058042995,261.2628793521523,262.8405456542969,8753500,164.1640042187291,164.28163846980803,162.64469018708937,164.09539794921875,4136500,337.11560303126134,342.0108267537755,336.6091901281213,340.630615234375,8081300,147.39805052809234,149.56181206453698,146.86438338531534,148.32952880859375,8911000,295.888226774561,297.4787967605605,294.6829379670263,296.6192932128906,2891200,415.7034295288443,419.7634757332681,410.1345248522129,411.95111083984375,54586300,596.9499128814751,599.5592247930683,593.747468592595,598.017333984375,39281300,62.020197026228445,62.447589959042645,61.41796590907141,62.21446990966797,13201000,237.59540286874542,239.70585285329432,236.14198492507634,236.520263671875,55658300
2025-01-31,201.21196665384008,204.6783863780237,201.0127499247283,203.22409057617188,32001100,236.5,240.2899932861328,236.41000366210938,237.67999267578125,36110200,524.2611216563674,528.8379462917052,518.5600549193936,519.6544799804688,38755200,93.87115193104404,93.97692824446645,93.52497623919012,93.65959930419922,10750100,123.74615511454752,127.81504199868698,119.15741376372098,120.03717041015625,388161100,263.8204737000256,265.3785228398926,261.59606481689747,261.9292297363281,7193800,162.7133183512419,163.32103800714034,161.93896636894144,162.70352172851562,5464700,344.0265128554702,348.7728005736019,339.30007317799055,339.3894348144531,8624100,148.08696191912605,148.6303267454098,147.5435970928423,147.63092041015625,8457800,297.5874841548224,298.9508470773816,294.6335512556481,294.99908447265625,3335000,415.9119381542539,417.60940782263856,411.87173434946413,412.0206298828125,34161900,600.4488437325783,602.880312619884,594.0736957955036,594.8347778320312,66566900,61.874501226355534,62.09790949617839,61.573383799006514,61.660804748535156,12096800,246.07705979363328,246.07705979363328,232.38896748106293,234.93743896484375,100959800
2025-02-03,199.90707487204236,202.9551348332388,199.31938021531738,200.44496154785156,27838300,234.05999755859375,239.25,232.89999389648438,237.4199981689453,37285900,510.87906479498304,518.2218310867504,508.47129281901437,515.4956665039062,40580800,93.91236407600086,94.10532589455985,93.63258232038659,93.74835205078125,9977100,114.71862375628316,118.53757894355685,112.97910166242248,116.62810516357422,371235700,256.56911700815533,262.7817556497826,256.44175417795225,261.4490661621094,8381400,162.19381681708248,166.0264052805371,161.95856325627886,165.41867065429688,8668600,337.6021719351596,343.5598573222507,336.84752208937454,343.3811340332031,8004500,147.48535067786923,147.9413920913852,146.30158549456115,147.3592071533203,6687500,289.7827757243184,294.1099608495544,289.1702573092499,292.84539794921875,5037700,408.5859323997036,412.3680300232083,405.6674590737405,407.9109191894531,25679100,585.7909458950113,593.3224968021361,583.6362560871698,590.831787109375,65857200,61.36940042970065,61.80650516032914,60.640893780445296,61.53452682495117,12067900,228.9545099800506,230.78622201033428,224.68381655532258,226.98341369628906,73063300
2025-02-04,202.59654903669593,206.24227455727316,202.01880986682883,205.57489013671875,43856400,239.00999450683594,242.52000427246094,238.02999877929688,242.05999755859375,29713800,516.0129890744747,522.4602714517823,515.614983190396,521.823486328125,26046800,93.60362325119094,93.95094712943758,93.58433075161723,93.92200469970703,8483500,116.92801344303115,121.16685177317855,116.66808241089754,118.6175537109375,256550000,264.4182146013332,264.4182146013332,261.4686836979807,262.556396484375,5626000,165.93816889885284,165.93816889885284,162.98777019444887,164.8011474609375,6410900,342.1697113136232,343.56977091162037,340.1242419072209,342.7158203125,5532600,146.8643812871169,149.60061535327605,146.46655534949582,148.93112182617188,9645000,293.0429858639011,295.13741546872956,292.65770464204206,294.969482421875,2601900,409.6679752687522,410.8889791877868,406.739565274027,409.3503112792969,20532100,590.8911228856247,595.3092115270962,590.3475186916722,594.7952880859375,33457800,61.7870760043204,61.80650329235856,60.56318279555019,60.8740119934082,15678000,226.2268315478868,232.08036234711574,225.62952690670866,231.75184631347656,45067300
2025-02-05,190.32460742693195,191.998046136523,187.29645852491726,190.58358764648438,70373900,237.02000427246094,238.32000732421875,235.1999969482422,236.1699981689453,38727300,519.1869409184043,524.3507549789844,517.9929838870746,524.1915283203125,21134100,94.25967905487813,94.54911807491368,94.22109405556411,94.42369842529297,9716700,121.7267002537778,124.96581196424484,120.72697375806385,124.79586029052734,262230800,263.50688948192004,265.2021399656086,262.93852647158326,264.996337890625,5704400,164.76192871702293,165.79114242239189,163.31123589844427,165.66371154785156,7536800,343.5598138064443,347.01528180213006,342.8151032273841,346.9755554199219,4939100,149.25130413036052,150.13426440517568,148.75644248028723,150.095458984375,8947000,294.6434244041616,296.35257266716934,293.5072986302915,296.33282470703125,2226200,409.33049175194867,410.7996347714461,407.3947588943965,410.26361083984375,16316700,593.6685049658528,597.3551922900909,591.6324173909024,597.2069091796875,30653100,60.9225844199444,61.47624918160592,60.79630889550581,61.311119079589844,10686800,227.50107667347064,231.62243633567465,227.24225275297744,231.42333984375,39620300
2025-02-06,188.7607254709797,191.35058847007514,187.98376961110344,190.8525390625,29297400,238.00999450683594,239.66000366210938,236.00999450683594,238.8300018310547,60897100,524.6989250686672,527.1365745057541,523.0871044523607,526.9276123046875,19434500,94.32721710205078,94.43334425567922,94.19214751756738,94.32721710205078,6629400,127.38514082988289,128.73477762229223,125.1757463183856,128.64479064941406,251483600,266.97576454409875,271.41474356153265,265.7410717364686,271.3363342285156,7264400,166.01660473777608,166.5655147928,164.70313925515777,165.53631591796875,4957900,347.313155425861,348.17701485295805,344.15558982945424,345.0293884277344,4294500,150.19248124277973,150.24099912338545,148.8243717654005,148.95050048828125,7418100,297.10342988010825,297.23183685080255,295.29548144041456,297.06390380859375,2899800,410.96837509421607,415.13763159687187,410.96837509421607,412.7750549316406,16309800,598.9563451128535,599.4110276717307,595.6353586638426,599.2825317382812,35771500,61.796790202466255,61.91335393523509,61.10713812444476,61.54424285888672,13423400,230.24864925075528,232.74735812237688,229.3925206475463,232.1699676513672,29925300
2025-02-07,190.3046897826863,190.43417229867478,182.52516013677956,184.61695861816406,49315000,232.5,234.80999755859375,228.05999755859375,229.14999389648438,77539300,527.4649721275886,529.415043264843,519.5550750224312,520.2813720703125,29605500,94.08601443569941,94.15354922368584,93.93165236061895,94.02812957763672,6422300,129.184663567943,130.3343429768511,124.96581638636985,129.8044891357422,228186300,271.69891846682657,272.9531987631217,269.19035787423627,270.2584533691406,6857900,165.74212229663328,165.77152711924052,164.54627632169013,164.64430236816406,4535600,345.5457342339945,348.27633989245277,344.7612972147239,345.5655822753906,4261200,148.96990840682705,149.9014013617662,148.26159473827036,148.57208251953125,6204900,297.31085893182996,298.0221773993736,294.08030388941177,294.40631103515625,3632000,413.4302096384315,415.58430218979566,405.1115698860282,406.7494812011719,22886800,599.8459585772572,601.0715564826635,593.0853226024016,593.7969970703125,50788500,61.61224023658528,62.0881958719744,61.456825622220734,62.01049041748047,13184700,231.5527419594936,232.94643248808816,226.23677336593994,226.60511779785156,39707200
2025-02-10,186.61912556239702,187.46580046504565,185.13493280467802,185.7425537109375,23105600,230.5500030517578,233.9199981689453,229.1999969482422,233.13999938964844,35419900,524.559620960653,527.6837911084541,524.0920217277084,526.5794067382812,20852800,94.1342602212655,94.24038737214919,93.97989814045116,94.05707550048828,6038700,130.05441853152416,134.96307937585763,129.92446445785666,133.53347778320312,216989100,270.6013976936826,270.6307937168087,264.17320813200536,265.5940856933594,8627400,164.36986366131921,165.14421566110752,163.10539633730664,164.21302795410156,7062900,346.24080425030303,349.4182180586073,345.24785675351677,348.7529602050781,6067000,149.04753601296215,149.78495745803212,147.76673503378026,149.65882873535156,6936200,295.94751916204274,296.6094527091094,295.3053637250592,296.2933044433594,2623900,410.6804954197058,412.41768060214906,407.91094771202364,409.201416015625,20817900,597.0191605249602,598.4720695404235,595.7440947156747,597.82958984375,26048700,62.26302968265413,62.79727082387619,61.83564047505268,62.700138092041016,16154300,228.7876615470872,229.80417456619486,226.42572786906877,226.8741912841797,33115600
2025-02-11,184.3081687207876,186.21072116923287,183.56109458441756,184.5970458984375,21239500,231.9199981689453,233.44000244140625,230.1300048828125,232.75999450683594,23713700,523.306019618235,527.2459985319832,523.1766707420592,525.3257446289062,19325500,93.8448257446289,93.91236053839539,93.79659081236169,93.8448257446289,8001100,132.54376130884148,134.4432358451655,130.9841901729766,132.76370239257812,178902400,264.8297788969493,270.6700185263523,264.2418284862738,269.4647216796875,7196400,164.36985406949057,166.21263613007164,163.20341286972598,166.0753936767578,5438100,346.4255299716075,350.2249790332437,344.38657466726033,348.83251953125,5154800,149.5326992252359,151.7449785734173,149.36775026043762,151.49270629882812,7554500,295.1275347334001,296.45137164703226,295.0781196089053,296.1352233886719,2719900,406.6402867338733,409.4693924071674,406.3027498403555,408.4270935058594,18140600,595.5562660424524,598.8278448766438,595.4376636934635,598.2842407226562,30056700,65.56560224195857,65.73072864680198,64.50684274069445,65.66273498535156,30589100,227.4223198813819,234.42836130351915,227.35256634016287,231.82725524902344,53718400
2025-02-12,182.5052293386179,184.38785552440282,181.12065256917043,182.89370727539062,22072600,230.4600067138672,231.17999267578125,228.16000366210938,228.92999267578125,32285200,519.6644316230244,526.5196788561027,519.3162220342847,525.6341552734375,25009400,93.36244103282955,93.46856819882919,93.20807893002899,93.35279846191406,6404900,129.98445236307722,132.203846559633,129.04470695043977,131.10414123535156,160278600,268.57299861058124,270.8954041954382,267.75968865202606,269.9154968261719,6683900,165.016784761274,166.71252769123683,164.6443037296027,166.22242736816406,6037400,347.28091099273627,349.9365247160979,345.619885163687,349.5983581542969,6760100,150.6582567723869,151.0366726065465,149.68795824320014,150.64854431152344,7746000,293.29983223556945,295.7202687980805,292.66753573217534,295.15716552734375,3283500,404.2280919312538,407.742177856358,401.40889219439293,406.0447082519531,19121700,592.2452442399068,597.5331239679138,591.5632504880516,596.35693359375,45076100,64.95364752204888,66.84776161271517,64.95364752204888,66.74091339111328,26033800,230.41209906543347,236.15247950770552,229.89386689621963,236.06277465820312,45243300
2025-02-13,183.6009567802338,185.5533021151623,182.4255521731024,185.41384887695312,21402500,228.85000610351562,230.4199981689453,227.52000427246094,230.3699951171875,31346500,527.3056905351805,533.5141936498824,526.5196987532877,533.1958618164062,28714800,93.73869132427342,93.99918052794831,93.42995247437827,93.91234588623047,7041200,131.52403000773361,136.46268188823717,131.13413724109478,135.2530059814453,197430000,269.96444374227315,271.4049085765656,268.3083981197057,270.7679748535156,8398700,166.2714480291436,167.98679923868946,165.79114430606754,167.63392639160156,6328300,351.2196237391468,354.16368552975325,348.84250168774787,353.71612548828125,4279200,150.6485379345046,153.4333046631849,150.1924964606448,152.57943725585938,10704700,295.9079768259059,298.3284435125159,295.17691038240775,298.2395324707031,3066800,404.01963601763975,407.99034497113007,403.38430804391083,407.5337219238281,23891700,597.4638293989674,602.8604773307252,596.1987176270893,602.6528930664062,40921300,67.02262197810111,67.61514140294175,66.78950188971014,67.50829315185547,24393100,236.10264318513748,241.514131106333,234.7672133917818,240.70689392089844,53614100
2025-02-14,184.3380502737544,185.67281908148942,183.60094685418304,184.50738525390625,20448400,229.1999969482422,229.88999938964844,227.22999572753906,228.67999267578125,27031100,533.3052931830399,536.1210299534633,532.966982109474,535.4345092773438,17862600,94.3079239932674,94.43334364640985,94.23073927099192,94.25968170166016,6257500,136.44267986002885,139.21192676792597,135.46295207938218,138.81204223632812,195479600,271.79688876986324,273.6195319367328,270.8953907812424,271.0325622558594,5688600,166.42826511225266,166.63411383380802,159.08657166914116,159.66488647460938,13179500,352.52254225310895,353.5171605121105,351.31906265865246,351.9058837890625,5720300,152.6182552538675,152.79291669501842,151.42479216073076,151.51211547851562,6411800,298.3581168680496,298.90147223960776,297.86414647588396,298.2000427246094,2377000,404.80385028408716,405.91564391864586,402.9078331667541,405.43914794921875,22758500,602.8604957096632,603.8982964094444,602.0005985304107,602.623291015625,26910400,67.3722873317943,68.0230847474913,66.78948356533799,66.89633178710938,20779100,240.4278591482801,244.71320848741047,240.16875066053348,243.76644897460938,40896200
2025-02-18,184.87593259008312,185.2345287451642,181.03099083809295,183.05307006835938,29916700,228.82000732421875,229.3000030517578,223.72000122070312,226.64999389648438,42975100,537.0064232067983,537.2750801795805,533.3350410631513,536.6482543945312,20565000,94.02812709484873,94.14390416865689,93.88340759277344,93.88340759277344,8159400,141.23139195970475,143.40079701868018,137.892293264338,139.3618927001953,219176600,271.19916641874227,274.34466062350725,270.47401464832495,274.3250732421875,7919800,160.1157825963126,162.47805480217428,158.98854287173714,162.1545867919922,7075300,351.7865629305854,354.82013672476256,350.50349677367774,354.8102111816406,5822000,150.75898580953205,152.0402489737242,149.8787330029535,151.59034729003906,9670700,298.7236161533795,299.0496534588745,297.58749041054915,299.0397644042969,2851500,405.012314606688,407.593281493885,403.5232987441634,406.64031982421875,21423100,603.7896117473091,604.3925170898438,601.3186288745633,604.3925170898438,26749000,66.58551114824901,67.38201146029208,66.45923191865798,67.07118225097656,15569100,243.31796980618805,244.34445851454996,241.01584434943877,243.6368865966797,48822500
2025-02-19,183.35191045129994,184.73648715297452,182.87377209155156,184.54722595214844,19549400,225.52000427246094,226.8300018310547,223.7100067138672,226.6300048828125,28566700,535.8523889660353,538.0810762342214,533.7530505774469,536.797607421875,19666900,93.84482407624557,94.06672831509925,93.84482407624557,94.01848602294922,5604800,139.47184726600554,141.32134750878612,137.18248014952957,139.19192504882812,167536000,272.7866150221738,274.61903699637526,271.64991889871,273.6391296386719,7007200,162.81134110238193,163.56608486724303,161.96836790807066,163.19361877441406,7910700,354.1039944208257,355.22791795059015,352.2739004006224,353.3182678222656,4152300,151.60013419693823,154.8277529420788,151.3556178514593,154.42674255371094,7974700,298.2099256927285,299.73136291141725,298.0419624970145,299.464599609375,2566600,404.89319663470326,412.44745587382107,404.66486996411237,411.73272705078125,24114200,602.9988995994843,606.1123017730542,602.4849158656623,605.8157958984375,31011100,67.22658822583823,68.12022121081665,67.1877336511758,68.06194305419922,16032300,243.8262313730556,245.17162160901916,242.33134319523683,244.03550720214844,32204200
2025-02-20,184.07906552714084,184.587070455128,182.00717815142445,183.83999633789062,20441500,224.77999877929688,225.1300048828125,221.80999755859375,222.8800048828125,30001700,536.0115349648631,536.3796630770588,529.7732148425396,534.5191040039062,26550800,94.10533076901139,94.23075043701566,94.06673840330059,94.16321563720703,27958700,139.991705837455,140.62153843760984,136.7525863640224,140.07168579101562,143903600,273.0805741668203,273.1393662156936,260.40057061690504,261.43927001953125,13846700,159.91974081598178,164.4580749167228,159.57667953942328,163.8993682861328,6162600,353.3182711683415,354.2134215715549,347.18146287525934,348.603759765625,5697000,153.50734563036613,156.4415415261645,153.50734563036613,156.17745971679688,7224000,298.88171487212253,299.0694260272031,296.2636779059448,297.854248046875,2863900,413.0755241021682,417.07407700385164,410.340188149201,413.9110412597656,23508700,604.4419808070575,604.5803703391965,599.974484380483,603.2954711914062,36554000,67.71226929562654,68.06195310849213,67.43057914577629,68.0328140258789,13398000,244.1052669318995,245.9389927126525,243.45747295470235,244.9922332763672,32316900
2025-02-21,184.42769462228776,184.61695583425816,178.38138255149903,178.95912170410156,35199200,223.27999877929688,223.30999755859375,214.74000549316406,216.5800018310547,55323900,535.6633370402143,535.6832555528226,523.057286918843,523.4254150390625,47093800,94.3079235452448,94.72278222457932,94.25968125386675,94.56841278076172,7070600,140.0017008694862,141.42132600995674,133.99334973043614,134.3932342529297,228217600,262.92876408693655,263.79108739460094,257.5588607010997,258.93072509765625,12835600,164.12480478040578,167.17322950328233,162.63489555414228,166.85955810546875,9813700,348.60377083198074,351.41855772041305,345.6099902812338,346.6543273925781,6924100,156.3731042249364,159.92347155341452,155.78625900292496,158.74002075195312,12546900,298.10123268935934,298.1506478166664,292.0748182252688,292.3514404296875,3595000,415.11461566593005,415.8208212359378,405.7150240823537,406.0332946777344,27524800,603.0779110877393,603.216300601011,592.5119863702242,592.9765625,76519800,68.30477849336079,69.54809523783,68.1202211166575,69.30525970458984,21662300,245.11182656230832,247.84249441981407,244.38431857946645,244.71319580078125,53197400
