Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,AMZN,AMZN,AMZN,AMZN,AMZN,QQQ,QQQ,QQQ,QQQ,QQQ,AGG,AGG,AGG,AGG,AGG,NVDA,NVDA,NVDA,NVDA,NVDA,JPM,JPM,JPM,JPM,JPM,PG,PG,PG,PG,PG,V,V,V,V,V,JNJ,JNJ,JNJ,JNJ,JNJ,VTI,VTI,VTI,VTI,VTI,MSFT,MSFT,MSFT,MSFT,MSFT,SPY,SPY,SPY,SPY,SPY,KO,KO,KO,KO,KO,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-16,193.38262220625612,194.71739096273467,192.05780896613516,192.1574249267578,17815400,224.4199981689453,224.64999389648438,220.30999755859375,220.66000366210938,24757300,516.3611892710602,516.44080259186,510.3616484408425,510.4909973144531,28229000,92.91915680064754,93.30379723902162,92.79415177614858,93.1980209350586,9810800,138.60208327625168,138.7120538029648,133.4534978315376,133.53347778320312,209235600,248.89646209375883,251.87538875346692,247.26001864512284,249.16104125976562,15292300,155.51137508803578,156.4466712209396,155.0437344545977,156.3687286376953,5774400,313.52318246539323,316.9289852192932,313.52318246539323,315.0126037597656,4606700,140.03348513467333,143.67210447090517,139.78119805179006,143.38101196289062,8964000,290.68181075048324,291.1066180268944,289.3974697165698,289.9507141113281,3130300,425.56074187721237,426.34493507947604,421.28230542678756,421.47088623046875,15300000,587.2735525674167,587.4514560986999,584.0711683508569,584.77294921875,43319700,59.65983719033204,60.51461937880853,59.56270445078138,60.4660530090332,12585500,236.28136958651152,236.9383864807084,227.0033243432251,227.23228454589844,71759100
2025-01-17,195.76329797481387,196.46056410218043,192.9941444980855,195.23536682128906,27735100,225.83999633789062,226.50999450683594,223.0800018310547,225.94000244140625,42370100,520.2116230255002,521.4254983632635,510.52078174278137,519.1072387695312,51837900,93.34226201649963,93.37110876550662,93.14994546551569,93.1980209350586,5360200,136.65262268416788,138.46212527408701,135.4229633158422,137.67234802246094,201188800,249.03365028322543,255.3834456469004,247.07383560720973,253.95278930664062,17678100,155.62829266662456,157.5865498508686,155.4918968657224,156.98251342773438,7262700,315.2608313915718,318.3290355316673,314.47639438156074,317.3658752441406,5805800,143.06080504160406,143.9728879484264,142.25545555591154,142.66297912597656,10773100,292.6082431322856,293.53690971923174,291.877176727498,292.6280212402344,2603200,430.9112808415576,431.29843952552403,425.03464825408395,425.8883361816406,26197500,590.0312439926065,592.4033515473359,588.6968769367569,590.64404296875,58070600,60.524333842809206,60.97115036571726,60.38834282223262,60.91286849975586,17948900,231.07489856287185,231.24413133243607,227.4512878984511,228.9445343017578,68488300
2025-01-21,198.29341465676947,201.50083912074155,197.09808382134892,197.2773895263672,29971300,228.89999389648438,231.77999877929688,226.94000244140625,230.7100067138672,39951500,521.8334628963586,523.3159346639001,517.4357831491008,522.15185546875,23628000,93.41917418558863,93.54417918682341,93.36147336190699,93.5057144165039,7725900,139.12194717769367,141.7912151745994,137.05250594430132,140.79148864746094,197749000,254.84450829070423,258.940513781988,254.28595393160222,257.7450256347656,13712100,156.81686465337307,158.17108518681437,156.81686465337307,157.5572967529297,13914700,318.0510023352074,322.2908771318416,317.74319104307256,321.34759521484375,5653000,143.17723754830712,144.4386285000191,142.6823906666203,143.7497100830078,11111700,294.15934074117905,295.61161476291124,293.3294741786974,295.5325927734375,3893500,427.04974598441896,427.74460185190514,422.4834247796493,425.3621826171875,26085700,593.6980955549004,596.0603696579795,591.7213092581105,596.0504760742188,42532900,61.097427337560745,61.41796834450558,60.514619780260965,60.63117980957031,19817100,222.99146586562136,223.40957304130882,218.39227174297113,221.63758850097656,98070400
2025-01-22,198.28344103159932,199.6978996202174,196.7594109579838,197.59613037109375,26200600,232.02000427246094,235.44000244140625,231.19000244140625,235.00999450683594,41448200,526.8977897673428,531.1263442087582,526.5893564607029,528.8280029296875,33593000,93.47689298328123,93.5153577640157,93.23649360599583,93.28457641601562,7283400,144.62047062339892,147.74960487622204,143.63073568135124,147.02981567382812,237651400,257.6176604623576,258.08802679999536,255.0209117225283,257.5588684082031,9021900,162.79882659043778,163.8120502915756,160.20729182622352,160.49957275390625,14356700,322.47956473967923,323.4427250747807,320.1064358536176,321.2781066894531,5026500,139.72297804244877,141.14931796107845,137.8891145478648,140.95526123046875,16834700,296.96505601467913,297.65662648210855,296.6489077924512,296.9749450683594,3515700,434.3558409675422,443.9947282693763,432.8072669314077,442.9325866699219,27803800,598.8872003053638,600.7651715456991,598.3337025176967,599.4011840820312,48196000,60.33977415345179,60.50490424802697,59.892957647574036,60.009517669677734,18191900,218.80040121474653,223.11090745632038,218.80040121474653,222.8222198486328,64126500
2025-01-23,197.36703633289733,199.51861361447575,194.4385031217372,197.20765686035156,26951400,234.10000610351562,235.52000427246094,231.50999450683594,235.4199981689453,26404400,526.3704605822451,530.0717211689421,525.7834717090722,529.9523315429688,23096600,93.0537696112264,93.19801067679089,93.00569414697513,93.13069915771484,7707000,145.01034368405638,147.1897403093082,143.6807055002306,147.17974853515625,155915500,259.3716913873203,261.49807369302675,258.50936809298014,260.60638427734375,10749700,159.6617164966892,162.19478330640501,159.1161333335512,161.87327575683594,7614300,321.4766658419005,326.19316607877187,321.28800340823767,325.895263671875,5297100,141.12020600255312,143.5168443086657,140.50891325397842,142.28456115722656,10506400,296.6193117828986,298.5359191894531,296.4019636187669,298.5359191894531,2647800,438.76331124507635,443.4785278251988,438.266972657695,443.4388122558594,18389300,598.7685038038958,602.6726684570312,598.4917851169366,602.6726684570312,41152100,60.02894832933634,60.20379022500067,59.61127087918005,59.766685485839844,16528400,223.72813912330528,226.00782197454978,221.29912251598503,222.6529998779297,60234800
2025-01-24,197.3271708236336,200.11623519770797,197.2275548677334,199.42893981933594,23877500,234.5,236.39999389648438,232.92999267578125,234.85000610351562,25890700,530.3303669169458,531.0964401539385,525.4849461020708,526.9574584960938,19878300,93.14995335164835,93.38073469964843,93.08264181946471,93.28457641601562,6459400,148.32942123311412,148.92926325643236,141.84120577881646,142.58099365234375,234657600,258.3917588239568,261.7332463118807,257.7254290357368,259.5186462402344,7666300,162.62509674984875,162.62509674984875,159.9687463532027,160.8705291748047,6199800,325.7066282741322,328.75498437387733,325.4981177836418,327.87127685546875,4327500,142.44951605535104,143.24516790767248,142.03229481980173,142.459228515625,9887300,298.6149180171283,299.0199772574904,297.1725031174331,297.6664733886719,2359000,441.9002090925553,443.37928850377745,438.16773293128523,440.8082580566406,15549500,602.7319999441287,603.6907726306447,599.7569270310084,600.913330078125,34604700,59.95124233496952,60.232928759539305,59.67926399674921,60.1455078125,19244600,223.76795755359672,224.61413662079448,220.4131353788753,221.77696228027344,54697900
2025-01-27,191.65937189687645,196.11193470563097,189.98591802549169,191.06170654296875,41728900,226.2100067138672,235.61000061035156,225.86000061035156,235.4199981689453,49428300,508.42153200479015,515.3762512683116,507.57581496885507,511.6153564453125,60771700,93.7461321727785,93.81344369997963,93.57304434048899,93.8038330078125,7602000,124.7658794397831,128.3648859520762,116.668088091544,118.38761901855469,818830900,258.86215505336446,260.6259764391142,256.99052830164493,260.5083923339844,7522300,163.41906503755777,166.57531254867976,162.8211420008129,166.3008575439453,9170800,327.6727040458185,333.1239766072815,325.7364441282419,332.1806945800781,6636500,144.04081025280172,148.8923027827417,143.60417888622317,148.34893798828125,15152300,291.44253024511744,293.9914041929802,290.88928582000676,293.5172119140625,5321300,420.90507512895306,432.01313557520695,420.39880005578783,431.3778076171875,35647800,587.9061375768574,592.7295010606359,587.7381276298589,592.4132080078125,70361100,61.06828484703341,62.34074449986105,60.679750178994574,62.03962707519531,20742900,223.01137104866308,231.10475600574816,222.9715426392062,228.8250732421875,94863400
2025-01-28,191.99804618358004,194.71739168696277,189.93611434526252,194.53810119628906,24157900,234.2899932861328,241.77000427246094,233.97999572753906,238.14999389648438,41587200,512.6201673808628,520.3609385993179,509.1975535777298,519.1769409179688,33194200,93.60187557530602,93.78458140588543,93.55380011322013,93.77496337890625,5730300,121.77668294561497,128.96471894622445,116.21820602712087,128.95472717285156,579666400,260.5083417265411,261.9585852806135,259.5088172183071,261.7724304199219,7375400,165.56571391335424,166.23224325075685,162.8211487948121,162.89956665039062,6716300,332.3097562009158,335.4474436635763,330.5423108468258,332.12109375,5999600,148.12576190234577,148.4265520468043,145.83585701493294,145.91348266601562,10320600,294.30754168582223,296.4908822887654,292.6280605103117,296.03643798828125,2717300,431.4175234893937,445.0966142937209,428.2211016468738,443.9252624511719,23491700,593.6486607361097,598.3435279756633,590.3177808049226,597.50341796875,44433300,61.68994403222078,62.20475793907842,60.49519352166236,60.57290267944336,14956000,229.81064487405342,239.10858953414348,229.7708164605127,237.18727111816406,75707600
